,job_id,country,region,city,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,fraudulent
9178,9179,US, CA, San Francisco,0,0,1,Full-time,Mid-Senior level,Master's Degree,0
9179,9180,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,Master's Degree,0
9180,9181,US,Other,Other,0,1,1,Part-time,Associate,High School or equivalent,0
9181,9182,US,Other,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9182,9183,GB, LND, London,0,1,0,Full-time,Mid-Senior level,,0
9183,9184,US,Other,Other,0,1,1,Part-time,Associate,High School or equivalent,0
9184,9185,US,Other,Other,0,1,1,Full-time,Entry level,High School or equivalent,0
9185,9186,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
9186,9187,US,Other,Other,0,0,0,Full-time,Entry level,High School or equivalent,0
9187,9188,Other,Other,Other,0,1,1,Full-time,Associate,,0
9188,9189,US, ,Other,0,1,1,Full-time,Executive,Bachelor's Degree,0
9189,9190,US,Other,Other,0,0,0,Full-time,,,0
9190,9191,US, NY, ,0,1,0,,,Bachelor's Degree,0
9191,9192,US,Other,Other,0,1,0,Full-time,Mid-Senior level,,0
9192,9193,US, TX,Other,0,1,1,,,,0
9193,9194,GB,Other, ,0,0,0,Full-time,Entry level,High School or equivalent,0
9194,9195,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
9195,9196,US, NY,Other,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9196,9197,US, NY,Other,0,1,0,Full-time,Entry level,,0
9197,9198,GB,Other,Other,0,1,1,,Not Applicable,High School or equivalent,0
9198,9199,US,Other,Other,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9199,9200,US,Other,Other,0,1,1,Part-time,Mid-Senior level,High School or equivalent,0
9200,9201,US, NY, New York,0,1,0,Full-time,Director,,0
9201,9202,US,Other,Other,0,1,0,Full-time,Director,,0
9202,9203,US, TX,Other,0,1,1,Full-time,Associate,Unspecified,0
9203,9204,US, NY,Other,1,1,0,Full-time,Mid-Senior level,,0
9204,9205,Other,Other,Other,0,1,0,,,,0
9205,9206,US, CA, ,0,1,1,Part-time,Associate,,0
9206,9207,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
9207,9208,CA,Other,Other,0,1,1,Part-time,Entry level,High School or equivalent,0
9208,9209,US, TX,Other,0,1,0,Full-time,Entry level,,0
9209,9210,GR, I,Other,0,0,0,Full-time,Entry level,,0
9210,9211,US, TX,Other,0,1,0,Full-time,Mid-Senior level,,0
9211,9212,US, TX,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
9212,9213,US, TX,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
9213,9214,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
9214,9215,US,Other,Other,0,1,1,Full-time,Associate,,0
9215,9216,Other,Other,Other,0,0,1,Full-time,Mid-Senior level,Unspecified,0
9216,9217,US, FL,Other,0,0,1,Full-time,Mid-Senior level,Associate Degree,0
9217,9218,GB, ,Other,0,1,1,,Associate,Unspecified,0
9218,9219,GB, LND, London,0,1,1,Full-time,Mid-Senior level,,0
9219,9220,GR, , ,0,1,0,Other,,Bachelor's Degree,0
9220,9221,GB, LND, London,0,1,1,Full-time,,,0
9221,9222,Other,Other,Other,0,1,0,Temporary,,,0
9222,9223,GB, ,Other,0,1,1,,Not Applicable,High School or equivalent,0
9223,9224,Other, ,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
9224,9225,GB, , London,0,1,1,Temporary,Internship,Bachelor's Degree,0
9225,9226,US, CA, San Francisco,0,1,1,Full-time,Director,Bachelor's Degree,0
9226,9227,,,,0,1,1,,,,0
9227,9228,US, TX,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9228,9229,Other,Other,Other,0,1,1,Full-time,Not Applicable,,0
9229,9230,US,Other,Other,0,1,1,,,High School or equivalent,0
9230,9231,US, CA,Other,0,1,0,Full-time,Associate,Bachelor's Degree,0
9231,9232,Other,Other,Other,0,1,1,Full-time,Not Applicable,Unspecified,0
9232,9233,US, TX,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9233,9234,Other, ,Other,0,1,1,Full-time,,,0
9234,9235,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9235,9236,US,Other,Other,0,1,0,Full-time,Entry level,Unspecified,0
9236,9237,Other, , ,0,1,0,Full-time,,,0
9237,9238,US, IL,Other,0,1,1,Temporary,Associate,Some College Coursework Completed,0
9238,9239,US,Other,Other,0,1,1,Full-time,,High School or equivalent,0
9239,9240,US, , ,0,0,0,Full-time,,Unspecified,0
9240,9241,Other,Other,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9241,9242,,,,0,1,1,,,,0
9242,9243,Other,Other,Other,0,0,0,Temporary,Entry level,Unspecified,0
9243,9244,US,Other,Other,0,1,0,Full-time,Not Applicable,Bachelor's Degree,0
9244,9245,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9245,9246,US,Other,Other,0,1,0,,,Bachelor's Degree,0
9246,9247,GB, LND, London,0,1,0,Full-time,,,0
9247,9248,GR, I, Athens,0,1,0,Full-time,Entry level,Bachelor's Degree,0
9248,9249,US, IL,Other,0,1,0,Full-time,Entry level,Bachelor's Degree,0
9249,9250,GB, , London,0,1,0,Full-time,Associate,Bachelor's Degree,0
9250,9251,US, CA,Other,0,1,0,Contract,,Bachelor's Degree,0
9251,9252,US, IL,Other,0,1,0,Full-time,,,0
9252,9253,US,Other,Other,0,1,0,Full-time,,,0
9253,9254,US, TX,Other,0,1,1,Full-time,,,0
9254,9255,Other,Other,Other,0,1,0,,,,0
9255,9256,US,Other,Other,0,0,0,Full-time,,,0
9256,9257,US, CA,Other,0,1,1,Temporary,,,0
9257,9258,US, TX,Other,0,0,0,,,,1
9258,9259,,,,0,1,1,,,,0
9259,9260,GB, , London,0,1,0,,,,0
9260,9261,US,Other,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9261,9262,Other,Other,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9262,9263,US,Other,Other,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9263,9264,US, CA,Other,0,1,1,Full-time,Mid-Senior level,High School or equivalent,1
9264,9265,US, NY,Other,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9265,9266,US, ,Other,1,1,0,Part-time,Mid-Senior level,Unspecified,0
9266,9267,US,Other,Other,0,1,0,Full-time,Entry level,Unspecified,0
9267,9268,GB, ,Other,0,0,0,Full-time,Not Applicable,,0
9268,9269,Other,Other,Other,0,1,0,Full-time,Associate,Associate Degree,0
9269,9270,GR, , ,0,1,0,Full-time,Mid-Senior level,,0
9270,9271,Other,Other,Other,0,1,1,Full-time,Entry level,High School or equivalent,0
9271,9272,US, TX,Other,0,1,1,Full-time,Associate,Associate Degree,0
9272,9273,US, TX,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9273,9274,GR, I, Athens,0,1,1,Other,Mid-Senior level,Bachelor's Degree,0
9274,9275,US, NY,Other,0,1,1,Part-time,,,0
9275,9276,US,Other,Other,0,1,1,Full-time,,,0
9276,9277,GB, , London,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9277,9278,US, NY,Other,0,1,0,Full-time,Associate,,0
9278,9279,US,Other,Other,0,1,1,Contract,,,0
9279,9280,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
9280,9281,GB,Other,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
9281,9282,Other,Other,Other,0,1,0,,,,0
9282,9283,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9283,9284,US, NY,Other,0,1,1,Full-time,Mid-Senior level,,0
9284,9285,US,Other,Other,1,1,1,Contract,Associate,,0
9285,9286,,,,0,1,0,,,,0
9286,9287,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
9287,9288,US, TX,Other,0,1,1,Full-time,Associate,Associate Degree,0
9288,9289,GB, ,Other,0,1,1,Full-time,Internship,High School or equivalent,0
9289,9290,Other, ,Other,0,1,1,,,,0
9290,9291,US, NY, ,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9291,9292,US, CA,Other,0,1,1,,,,0
9292,9293,US, TX,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
9293,9294,US,Other,Other,0,1,0,Full-time,,,0
9294,9295,US, CA,Other,0,0,0,,,,0
9295,9296,,,,0,1,1,,,,0
9296,9297,US, NY,Other,0,1,0,Full-time,Executive,,0
9297,9298,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
9298,9299,Other,Other, ,0,1,0,Full-time,,,0
9299,9300,GB, LND, ,0,1,1,Full-time,Associate,Unspecified,0
9300,9301,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9301,9302,,,,1,1,1,,,,0
9302,9303,Other,Other,Other,0,1,0,Full-time,Associate,Bachelor's Degree,0
9303,9304,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
9304,9305,US, NY, New York,0,1,0,Full-time,,,0
9305,9306,GR, I,Other,1,0,0,Part-time,,High School or equivalent,0
9306,9307,GB, LND, London,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9307,9308,CA,Other,Other,1,1,0,Full-time,Entry level,Some College Coursework Completed,0
9308,9309,GB, ,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
9309,9310,Other, , ,0,1,1,Part-time,Entry level,Unspecified,0
9310,9311,US,Other, London,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9311,9312,US, , ,0,1,0,Full-time,,,0
9312,9313,US,Other,Other,0,1,0,,,,0
9313,9314,US,Other,Other,0,0,0,Contract,Entry level,,0
9314,9315,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,Master's Degree,0
9315,9316,US, CA,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9316,9317,GB, ,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
9317,9318,GR, I, Athens,0,1,1,Full-time,Not Applicable,Bachelor's Degree,0
9318,9319,US, CA,Other,0,1,1,Contract,,Bachelor's Degree,0
9319,9320,US, CA, San Francisco,0,1,0,Part-time,Entry level,High School or equivalent,0
9320,9321,GB, LND, London,0,1,0,Full-time,Associate,,0
9321,9322,US, NY, New York,0,1,0,,,,0
9322,9323,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9323,9324,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9324,9325,US, CA,Other,0,1,1,Contract,Not Applicable,,0
9325,9326,US,Other,Other,0,1,1,Part-time,Not Applicable,High School or equivalent,0
9326,9327,US, CA,Other,0,0,0,Contract,,,0
9327,9328,US, FL,Other,0,1,0,Contract,,,0
9328,9329,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,,0
9329,9330,Other,Other,Other,0,1,0,,,,0
9330,9331,US, NY, New York,0,1,0,Full-time,,,0
9331,9332,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9332,9333,GB, LND,Other,0,1,1,Full-time,Entry level,Bachelor's Degree,0
9333,9334,Other,Other,Other,0,1,0,Full-time,,Master's Degree,0
9334,9335,GB, LND,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9335,9336,US,Other,Other,0,1,0,Full-time,Associate,Some College Coursework Completed,0
9336,9337,US,Other,Other,0,1,1,Part-time,,High School or equivalent,0
9337,9338,US, IL,Other,0,1,0,Full-time,,,0
9338,9339,Other,Other,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
9339,9340,Other,Other,Other,0,1,1,Full-time,,,0
9340,9341,Other,Other,Other,0,1,0,Full-time,Associate,,0
9341,9342,Other,Other,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
9342,9343,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
9343,9344,Other,Other,Other,0,1,0,,,,0
9344,9345,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9345,9346,Other, ,Other,0,1,1,Full-time,,Bachelor's Degree,0
9346,9347,US,Other,Other,0,1,0,Part-time,Entry level,High School or equivalent,0
9347,9348,GB,Other, London,0,1,0,Full-time,,,0
9348,9349,GB, ,Other,0,1,0,Full-time,Internship,,0
9349,9350,US, TX,Other,0,1,0,Full-time,Entry level,,0
9350,9351,Other,Other, ,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9351,9352,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
9352,9353,US, CA,Other,0,1,0,Full-time,,Bachelor's Degree,0
9353,9354,GB, LND, London,0,1,1,Full-time,Associate,Unspecified,0
9354,9355,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9355,9356,GB,Other,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
9356,9357,US, TX,Other,0,0,0,Full-time,,,1
9357,9358,US, FL,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9358,9359,US,Other,Other,0,1,1,Full-time,Entry level,Certification,0
9359,9360,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9360,9361,US, CA, San Francisco,0,1,0,,,,0
9361,9362,US, , ,0,1,0,Contract,Mid-Senior level,,0
9362,9363,Other, ,Other,0,1,1,Full-time,,,0
9363,9364,US,Other,Other,0,1,0,,,,0
9364,9365,GB, LND, London,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9365,9366,GB, ,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
9366,9367,Other, , ,0,1,0,,,,0
9367,9368,US,Other,Other,0,1,0,Full-time,,Bachelor's Degree,0
9368,9369,Other,Other,Other,0,1,1,Full-time,Not Applicable,Unspecified,0
9369,9370,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
9370,9371,GB, LND, London,0,1,0,Full-time,Associate,Unspecified,0
9371,9372,US, NY, New York,0,1,1,Other,,,0
9372,9373,US,Other,Other,0,1,0,,,,0
9373,9374,GB, ,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
9374,9375,GB, LND, London,0,1,0,Full-time,Associate,Professional,0
9375,9376,US, ,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9376,9377,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9377,9378,US, TX,Other,0,1,1,,,,0
9378,9379,GR, I,Other,0,1,1,Full-time,Mid-Senior level,,0
9379,9380,GR, , ,0,1,1,Full-time,Associate,Bachelor's Degree,0
9380,9381,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
9381,9382,US, CA,Other,0,1,1,Full-time,Mid-Senior level,Master's Degree,0
9382,9383,GB,Other,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
9383,9384,GB,Other,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
9384,9385,US, CA,Other,0,1,1,Full-time,Entry level,Bachelor's Degree,0
9385,9386,US, TX,Other,0,1,1,Full-time,Associate,,0
9386,9387,US,Other,Other,0,1,0,Contract,,Bachelor's Degree,0
9387,9388,,,,0,1,1,,,,0
9388,9389,US,Other,Other,0,1,1,Full-time,Mid-Senior level,Unspecified,0
9389,9390,US,Other,Other,0,1,0,Full-time,Associate,High School or equivalent,0
9390,9391,Other,Other,Other,0,1,1,Other,,,0
9391,9392,US,Other,Other,0,1,1,Full-time,Associate,Associate Degree,0
9392,9393,Other,Other,Other,0,1,0,Full-time,Entry level,Some College Coursework Completed,0
9393,9394,Other,Other,Other,0,1,1,Full-time,Associate,,0
9394,9395,US, TX,Other,0,1,1,Temporary,Internship,Bachelor's Degree,0
9395,9396,GB,Other,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
9396,9397,US,Other,Other,1,1,1,Full-time,Not Applicable,Unspecified,0
9397,9398,GB, ,Other,0,1,1,Full-time,Internship,High School or equivalent,0
9398,9399,Other,Other,Other,0,1,0,Full-time,Entry level,,0
9399,9400,Other, , ,1,1,0,Contract,Mid-Senior level,,0
9400,9401,US,Other,Other,0,1,0,Contract,,Bachelor's Degree,0
9401,9402,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
9402,9403,Other,Other,Other,1,1,1,Full-time,Associate,Bachelor's Degree,0
9403,9404,,,,0,0,0,Full-time,Mid-Senior level,,0
9404,9405,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
9405,9406,US, TX,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
9406,9407,US,Other,Other,0,1,0,,,,0
9407,9408,Other,Other,Other,0,1,0,Full-time,Associate,Bachelor's Degree,0
9408,9409,US, CA,Other,0,1,1,Full-time,Entry level,Bachelor's Degree,0
9409,9410,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
9410,9411,Other, , ,0,1,0,Full-time,Associate,Bachelor's Degree,0
9411,9412,US, CA,Other,0,1,0,Full-time,,,0
9412,9413,GR,Other,Other,0,1,1,Part-time,Entry level,Unspecified,0
9413,9414,GB, LND, London,0,1,0,,,,0
9414,9415,US, NY,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9415,9416,Other,Other,Other,0,1,0,,,,0
9416,9417,US, IL,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
9417,9418,US,Other,Other,0,1,1,Full-time,,,0
9418,9419,US,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
9419,9420,US, IL,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9420,9421,US,Other,Other,1,1,0,Full-time,Entry level,High School or equivalent,0
9421,9422,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
9422,9423,US, CA,Other,0,1,0,Part-time,,,0
9423,9424,US,Other,Other,0,1,1,Contract,Entry level,Bachelor's Degree,0
9424,9425,Other,Other,Other,0,1,0,,,,0
9425,9426,GB,Other, London,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9426,9427,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,,0
9427,9428,US, , ,1,1,0,Full-time,Director,Bachelor's Degree,0
9428,9429,US, IL,Other,0,1,0,Full-time,,,0
9429,9430,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9430,9431,Other,Other, ,1,1,0,,,,0
9431,9432,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9432,9433,US,Other,Other,1,1,1,Contract,Associate,,0
9433,9434,US,Other,Other,0,1,0,Contract,,Bachelor's Degree,0
9434,9435,Other,Other,Other,0,1,0,Contract,Not Applicable,Bachelor's Degree,0
9435,9436,CA,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
9436,9437,US, IL,Other,0,1,0,Full-time,Director,Bachelor's Degree,0
9437,9438,US,Other,Other,0,0,0,Full-time,,,0
9438,9439,GB, , ,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9439,9440,US, CA,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9440,9441,GB,Other,Other,0,1,1,,Not Applicable,High School or equivalent,0
9441,9442,US, IL,Other,0,1,0,Full-time,Associate,Bachelor's Degree,0
9442,9443,GB,Other,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
9443,9444,US, CA,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9444,9445,US, NY, New York,0,1,0,Full-time,Director,Bachelor's Degree,0
9445,9446,GB,Other,Other,0,1,1,Full-time,,,0
9446,9447,US, CA,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9447,9448,US, CA,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9448,9449,US, CA,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9449,9450,US, NY, ,0,1,0,,,,0
9450,9451,US,Other,Other,0,1,1,Part-time,,High School or equivalent,0
9451,9452,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9452,9453,CA,Other,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
9453,9454,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9454,9455,US, TX,Other,0,1,0,Part-time,Entry level,Associate Degree,0
9455,9456,US, CA,Other,0,1,0,Full-time,Entry level,High School or equivalent,0
9456,9457,US, NY, New York,0,1,0,Full-time,Associate,,0
9457,9458,Other,Other,Other,0,1,0,Other,,Master's Degree,0
9458,9459,US, NY,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9459,9460,GB, ,Other,0,1,0,Full-time,,,0
9460,9461,US, IL,Other,0,1,0,Full-time,,,0
9461,9462,US, CA,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9462,9463,US,Other,Other,0,1,0,Contract,,,0
9463,9464,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9464,9465,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9465,9466,US, CA, San Francisco,0,1,1,Full-time,,,0
9466,9467,US,Other,Other,0,1,0,Part-time,Entry level,High School or equivalent,0
9467,9468,GB,Other, London,0,1,0,Full-time,Associate,High School or equivalent,0
9468,9469,US,Other,Other,0,0,0,Full-time,,,0
9469,9470,Other, ,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9470,9471,GR, I, Athens,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9471,9472,GB, , ,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9472,9473,CA,Other,Other,0,1,1,Other,,,0
9473,9474,GB, LND,Other,0,1,1,Full-time,Entry level,Bachelor's Degree,0
9474,9475,GB, LND,Other,0,1,1,Full-time,,Bachelor's Degree,0
9475,9476,GB, , London,0,1,1,Part-time,,,0
9476,9477,Other,Other,Other,0,1,1,Full-time,Entry level,High School or equivalent,0
9477,9478,US, NY, New York,0,1,0,Full-time,Mid-Senior level,,0
9478,9479,US, , San Francisco,0,1,1,Full-time,,,0
9479,9480,US,Other,Other,0,1,0,,,,0
9480,9481,GB, , London,0,1,0,,,,0
9481,9482,US, TX,Other,0,1,1,Full-time,Associate,,0
9482,9483,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9483,9484,GB, , ,0,1,1,,,,0
9484,9485,Other, , ,0,1,0,,,,0
9485,9486,GB, ,Other,0,1,0,,,,0
9486,9487,GB, ,Other,0,1,0,,,,0
9487,9488,Other,Other, ,0,1,1,Full-time,Not Applicable,,0
9488,9489,Other,Other,Other,0,1,0,Full-time,Mid-Senior level,Master's Degree,0
9489,9490,US,Other,Other,0,1,1,Temporary,Internship,,0
9490,9491,GB,Other,Other,0,1,1,Full-time,Associate,,0
9491,9492,US, FL,Other,0,1,0,,,,0
9492,9493,US, TX,Other,0,1,0,Full-time,Entry level,Unspecified,0
9493,9494,US, CA, San Francisco,0,1,1,Full-time,Not Applicable,,0
9494,9495,Other, ,Other,0,1,0,Part-time,,,0
9495,9496,US, TX,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
9496,9497,GB, LND, London,0,1,0,Temporary,,,0
9497,9498,GB, , London,0,1,1,Contract,Mid-Senior level,Professional,0
9498,9499,GB, LND, London,0,1,0,Full-time,Associate,Unspecified,0
9499,9500,GB,Other,Other,0,1,1,Full-time,Not Applicable,High School or equivalent,0
9500,9501,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9501,9502,Other,Other,Other,1,1,1,Full-time,,,0
9502,9503,GB, , London,0,1,1,,,,0
9503,9504,Other,Other,Other,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
9504,9505,US, CA,Other,0,0,0,Full-time,,,0
9505,9506,Other, ,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9506,9507,US, ,Other,0,1,1,,,,0
9507,9508,GB,Other,Other,0,1,1,Full-time,Entry level,High School or equivalent,0
9508,9509,US,Other,Other,0,0,0,Full-time,,,0
9509,9510,US, TX,Other,0,1,1,Full-time,Mid-Senior level,,0
9510,9511,Other,Other,Other,0,1,0,Full-time,Executive,Master's Degree,0
9511,9512,US, TX,Other,0,1,0,Full-time,,,1
9512,9513,US, CA,Other,0,1,1,Full-time,,,0
9513,9514,,,,0,1,1,,,,0
9514,9515,Other,Other,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9515,9516,US, CA,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9516,9517,US, NY,Other,0,0,0,Contract,Mid-Senior level,Bachelor's Degree,0
9517,9518,GB, LND, London,0,1,1,Full-time,Mid-Senior level,,0
9518,9519,GB, LND, ,0,1,0,Contract,Director,Unspecified,0
9519,9520,US, NY,Other,0,1,0,Full-time,Mid-Senior level,,0
9520,9521,GR, I,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9521,9522,US, CA,Other,0,1,1,Full-time,Associate,Bachelor's Degree,0
9522,9523,GB, LND, ,0,1,0,Full-time,,Bachelor's Degree,0
9523,9524,GB,Other,Other,0,1,1,Full-time,,,0
9524,9525,US,Other,Other,0,1,0,,,,0
9525,9526,US, TX,Other,0,1,1,Contract,,Bachelor's Degree,0
9526,9527,,,,0,1,1,,,,0
9527,9528,US,Other,Other,0,1,1,,,,0
9528,9529,GB,Other,Other,1,0,0,Full-time,Director,Unspecified,0
9529,9530,,,,0,1,1,Full-time,Not Applicable,High School or equivalent,0
9530,9531,US, CA, San Francisco,0,0,0,Contract,,,0
9531,9532,US,Other,Other,0,1,0,Full-time,Mid-Senior level,,0
9532,9533,GB,Other, London,1,1,0,,,,0
9533,9534,US,Other,Other,0,1,1,Full-time,Associate,Certification,0
9534,9535,GB, LND, ,0,1,0,Full-time,Mid-Senior level,Unspecified,0
9535,9536,US,Other,Other,0,1,1,Temporary,Entry level,Bachelor's Degree,0
9536,9537,US,Other,Other,0,1,0,Contract,,Bachelor's Degree,0
9537,9538,US, CA,Other,0,1,1,Contract,,Bachelor's Degree,0
9538,9539,US,Other,Other,0,0,0,Full-time,,,0
9539,9540,GB, LND, ,0,1,0,Part-time,Director,,0
9540,9541,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9541,9542,Other, , ,0,0,0,Full-time,Not Applicable,Certification,0
9542,9543,US, NY, New York,0,1,1,Temporary,Internship,Unspecified,0
9543,9544,US, TX,Other,0,0,0,Full-time,,,0
9544,9545,US, NY, New York,0,1,0,Full-time,Associate,Bachelor's Degree,0
9545,9546,US, TX,Other,1,1,1,Full-time,Associate,Bachelor's Degree,0
9546,9547,US, CA,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9547,9548,CA,Other,Other,0,1,0,Full-time,,Bachelor's Degree,0
9548,9549,US,Other,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9549,9550,US, CA,Other,0,1,0,,,,0
9550,9551,US, CA,Other,0,1,0,Full-time,Director,,0
9551,9552,US,Other,Other,0,1,1,Contract,,Bachelor's Degree,0
9552,9553,US,Other, ,0,1,0,Full-time,Associate,Bachelor's Degree,0
9553,9554,Other, , ,0,0,0,Full-time,Not Applicable,Certification,0
9554,9555,GR, I, Athens,0,1,0,Full-time,Associate,Professional,0
9555,9556,US, IL,Other,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,0
9556,9557,US,Other,Other,0,0,0,Full-time,,,0
9557,9558,US,Other,Other,0,0,0,Full-time,,,0
9558,9559,US,Other,Other,0,1,1,Full-time,Entry level,High School or equivalent,0
9559,9560,US,Other, ,0,1,0,Full-time,Associate,,0
9560,9561,Other,Other,Other,0,1,0,Full-time,,,0
9561,9562,Other,Other,Other,0,1,0,Full-time,Associate,Unspecified,0
9562,9563,Other,Other, ,0,0,0,Full-time,Not Applicable,Certification,0
